자치구명,법정동명,전세 보증금(평균),월세 보증금(평균),월세 임대료(평균)
성북구,보문동3가,48134.14634146341,13693.333333333334,83.0
성북구,보문동4가,22223.076923076922,4839.285714285715,61.5
성북구,보문동5가,12991.07142857143,2734.7195121951218,49.18292682926829
성북구,보문동6가,41311.318681318684,8454.11855670103,58.329896907216494
성북구,보문동7가,24800.0,6228.421052631579,54.71052631578947
성북구,삼선동1가,13291.98717948718,3691.772151898734,49.80379746835443
성북구,삼선동2가,37850.95238095238,5775.037735849057,60.84905660377358
성북구,삼선동3가,32206.579710144928,6436.0952380952385,53.773809523809526
성북구,삼선동4가,26390.625,8123.076923076923,55.10576923076923
성북구,삼선동5가,17214.035087719298,4679.993548387097,55.81935483870968
성북구,상월곡동,25506.482558139534,4643.702380952381,53.148809523809526
성북구,석관동,27289.655421686748,6481.9003115264795,52.08255451713396
성북구,성북동,24194.641025641027,6703.7037037037035,73.70987654320987
성북구,성북동1가,27236.842105263157,5434.4,52.17333333333333
성북구,안암동1가,27511.53846153846,3394.161111111111,60.06111111111111
성북구,안암동2가,10572.093023255815,2963.4615384615386,49.45192307692308
성북구,안암동3가,16222.101449275362,2513.18085106383,56.1063829787234
성북구,안암동4가,13636.363636363636,3488.5714285714284,43.68571428571428
성북구,안암동5가,11648.936170212766,1642.6153846153845,57.42153846153846
성북구,장위동,29389.410906785033,8086.601663585952,55.2097966728281
성북구,정릉동,25950.89207048458,4896.680183126226,56.565075212557225
성북구,종암동,31964.229226361032,7134.135348226018,68.66097240473061
성북구,하월곡동,34117.844702467344,6954.328011611031,64.91727140783745
송파구,가락동,57711.81108312342,18952.655235204857,79.93596358118361
송파구,거여동,38728.54161712247,9809.906081601232,52.39491916859122
송파구,마천동,20948.67102396514,5487.437185929648,38.6821608040201
송파구,문정동,36190.62188168211,8491.221008673305,76.65531641503372
송파구,방이동,38428.74980544747,9926.215616045845,76.77829512893983
송파구,삼전동,23877.887021475257,8535.406779661016,49.726819541375875
송파구,석촌동,26145.954467353953,8107.911975435005,52.546571136131014
송파구,송파동,34430.46717877095,10161.571584104518,56.88241698421339
송파구,신천동,78846.44838976052,36862.124633431085,156.5601173020528
송파구,오금동,40508.75262054507,12967.003115264797,64.16822429906541
송파구,잠실동,66254.22910884983,23522.18504572351,117.8975255513717
송파구,장지동,50658.65625,16105.501646542261,70.07464324917673
송파구,풍납동,39122.118473895585,10867.313915857605,56.86299892125135
양천구,목동,44364.395783525324,17888.265950302215,79.11182001343184
양천구,신월동,24091.91963048499,5118.048341765037,54.5300730747611
양천구,신정동,38610.82720891825,10592.739042675894,55.174740484429066
영등포구,당산동,30253.1875,9001.438356164384,52.38356164383562
영등포구,당산동1가,27848.485714285714,10145.981481481482,52.03333333333333
영등포구,당산동2가,36376.86082474227,10857.905660377359,53.632075471698116
영등포구,당산동3가,36446.85013623978,10781.212837837838,67.5945945945946
